spi,method,signature,status,adapter,caller_evidence,deletion_gate
EventCRFDao,getEventCRFsByStudySubjectCompleteOrLocked,ArrayList getEventCRFsByStudySubjectCompleteOrLocked(int studySubjectId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:282:    public ArrayList getEventCRFsByStudySubjectCompleteOrLocked(int studySubjectId) {,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,getEventCRFsByStudySubjectLimit,ArrayList getEventCRFsByStudySubjectLimit(int studySubjectId; int studyId; int parentStudyId; int limit; int offset),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:287:    public ArrayList getEventCRFsByStudySubjectLimit(int studySubjectId, int studyId, int parentStudyId,",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,getEventCRFsByStudySubject,ArrayList getEventCRFsByStudySubject(int studySubjectId; int studyId; int parentStudyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:293:    public ArrayList getEventCRFsByStudySubject(int studySubjectId, int studyId, int parentStudyId) {",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,getCountWithFilter,Integer getCountWithFilter(int studyId; int parentStudyId; EventCRFSDVFilter filter),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/audit/internal/adapter/AuditUserLoginAdapterTest.java:34:        when(dao.getCountWithFilter(any())).thenReturn(41);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:15:    int getCountWithFilter(ViewRuleAssignmentFilter filter);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:57:    Integer getCountWithFilter(ListDiscNotesSubjectFilter filter, StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:58:    Integer getCountWithFilter(ListDiscNotesForCRFFilter filter, StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:61:    Integer getCountWithFilter(ListEventsForSubjectFilter filter, StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:63:    Integer getCountWithFilter(FindSubjectsFilter filter, StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:65:    Integer getCountWithFilter(StudyAuditLogFilter filter, StudyBean study);; shared/src/main/java/org/researchedc/dao/spi/ISubjectDAO.java:33:    Integer getCountWithFilter(ListSubjectFilter filter, StudyBean currentStudy);",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,getWithFilterAndSort,ArrayList<EventCRFBean> getWithFilterAndSort(int studyId; int parentStudyId; EventCRFSDVFilter filter; EventCRFSDVSort sort; int rowStart; int rowEnd),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/audit/internal/adapter/AuditUserLoginAdapterTest.java:35:        when(dao.getWithFilterAndSort(any(), any(), eq(20), eq(40))); shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:16:    ArrayList<RuleSetRuleBean> getWithFilterAndSort(ViewRuleAssignmentFilter filter, ViewRuleAssignmentSort sort, int rowStart, int rowEnd);; shared/src/main/java/org/researchedc/dao/spi/AuditUserLoginDao.java:14:    ArrayList<AuditUserLoginBean> getWithFilterAndSort(AuditUserLoginFilter filter, AuditUserLoginSort sort, int rowStart, int rowEnd);; app/src/main/java/org/researchedc/module/audit/internal/adapter/AuditUserLoginAdapter.java:37:        List<AuditUserLoginDTO> rows = auditUserLoginDao.getWithFilterAndSort(filter, toSort(pageable), rowStart, rowEnd); app/src/main/java/org/researchedc/module/audit/internal/adapter/AuditUserLoginDaoAdapter.java:56:    public ArrayList<AuditUserLoginBean> getWithFilterAndSort(; shared/src/main/java/org/researchedc/dao/spi/IDiscrepancyNoteDAO.java:34:    ArrayList<DiscrepancyNoteBean> getWithFilterAndSort(StudyBean currentStudy, ListNotesFilter filter, ListNotesSort sort, int rowStart, int rowEnd);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:59:    ArrayList getWithFilterAndSort(StudyBean study, ListDiscNotesForCRFFilter filter, ListDiscNotesForCRFSort sort, int rowStart, int rowLength);; shared/src/main/java/org/researchedc/dao/spi/IStudySubjectDAO.java:60:    ArrayList getWithFilterAndSort(StudyBean study, ListDiscNotesSubjectFilter filter, ListDiscNotesSubjectSort sort, int rowStart, int rowLength);",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,getEventCRFsByStudySubjectLabelLimit,ArrayList getEventCRFsByStudySubjectLabelLimit(String label; int studyId; int parentStudyId; int limit; int offset),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:309:    public ArrayList getEventCRFsByStudySubjectLabelLimit(String label, int studyId, int parentStudyId,",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,countEventCRFsByStudySubjectLabel,Integer countEventCRFsByStudySubjectLabel(String label; int studyId; int parentStudyId),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,"app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java:315:    public Integer countEventCRFsByStudySubjectLabel(String label, int studyId, int parentStudyId) {",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
EventCRFDao,saveOrUpdate,default EventCrf saveOrUpdate(EventCrf entity) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:125:    default ItemData saveOrUpdate(ItemData entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:17:    default DynamicsItemGroupMetadataBean saveOrUpdate(DynamicsItemGroupMetadataBean entity) {; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:13:    ResponseSet saveOrUpdate(ResponseSet responseSet);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:38:    default CrfBean saveOrUpdate(CrfBean entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:19:    RuleSetRuleBean saveOrUpdate(RuleSetRuleBean ruleSetRuleBean);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:69:    default Section saveOrUpdate(Section entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:73:    default ItemFormMetadata saveOrUpdate(ItemFormMetadata entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/RuleSetAuditDomainDao.java:10:    RuleSetAuditBean saveOrUpdate(RuleSetAuditBean ruleSetAuditBean);,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
EventCRFDao,findByStudyEventIdStudySubjectIdCrfId,default EventCrf findByStudyEventIdStudySubjectIdCrfId(int studyEventId; int studySubjectId; int crfId) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
EventCRFDao,findByStudyEventIdStudySubjectIdCrfVersionId,default EventCrf findByStudyEventIdStudySubjectIdCrfVersionId(int studyEventId; int studySubjectId; int crfVersionId) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
EventCRFDao,findByStudyEventStatus,default List<EventCrf> findByStudyEventStatus(Integer studyEventId; Integer statusCode) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
EventCRFDao,findById,default EventCrf findById(Integer id) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:82:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:98:        when(studyRepository.findById(1)).thenReturn(Optional.of(s));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:111:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:152:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:168:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:177:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:186:        when(studyRepository.findById(99)).thenReturn(Optional.empty());; app/src/test/java/org/researchedc/module/study/service/StudyServiceTest.java:196:        when(studyRepository.findById(1)).thenReturn(Optional.of(existing));,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
EventCRFDao,findByStudyEventIdStudySubjectId,default List<EventCrf> findByStudyEventIdStudySubjectId(Integer studyEventId; String studySubjectOid) ,unused,app/src/main/java/org/researchedc/module/event/internal/adapter/EventCrfDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
EventDefinitionCRFDao,findByPK,EntityBean findByPK(int ID),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventDefinitionCrfDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:70:    public EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:16:    EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:16:    EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:29:    public EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/StudyGroupDao.java:14:    EntityBean findByPK(int id);; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:49:    public EntityBean findByPK(int id) throws org.researchedc.exception.OpenClinicaException;; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:42:    public EntityBean findByPK(int ID);; shared/src/main/java/org/researchedc/dao/spi/AuditDao.java:12:    EntityBean findByPK(int id);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
EventDefinitionCRFDao,create,EntityBean create(EntityBean eb),module-backed,app/src/main/java/org/researchedc/module/event/internal/adapter/EventDefinitionCrfDaoAdapter.java,"app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:118:        StudyBean result = (StudyBean) adapter.create(input);; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:77:        FilterEntity result = service.create(""New"", ""new filter"", 100);; app/src/test/java/org/researchedc/module/filter/service/FilterServiceTest.java:94:        FilterEntity result = service.create(""New"", null, 100);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:133:        // If Upsert bean is not present, create one with default settings; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:196:                            // spell out criteria and create a bean if; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:214:                                newEventCrfBean = (EventCRFBean) eventCrfDAO.create(newEventCrfBean);; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:258:        // If Upsert bean is not present, create one with default settings; app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:419:        // create a second Validator, this one for hard edit checks",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
